AUC,AP,F1
0.7875,0.5171604961970383,0.3142857142857143
0.7830208333333333,0.5143691743824974,0.3142857142857143
0.7905208333333333,0.5168059377572897,0.3142857142857143
0.7979166666666666,0.5205387855001448,0.3142857142857143
0.795,0.5176673724265893,0.3142857142857143
0.7946875,0.5205096300469166,0.3142857142857143
0.7932291666666667,0.515729916917029,0.3142857142857143
0.7940625,0.5206817170477234,0.3142857142857143
0.7883333333333333,0.5153100445253455,0.3142857142857143
0.7903125000000001,0.5206352824853555,0.3142857142857143
