AUC,AP,F1
0.7779166666666667,0.5072296077527837,0.3142857142857143
0.7836458333333333,0.5252553766764022,0.3142857142857143
0.7907291666666667,0.5235369053071023,0.3142857142857143
0.7957291666666667,0.5082405048846522,0.3142857142857143
0.7972916666666666,0.5211646021074304,0.3142857142857143
0.7857291666666667,0.5277150520692294,0.3142857142857143
0.7884375,0.5190181581856516,0.3142857142857143
0.776875,0.5158089337661558,0.3142857142857143
0.7941666666666667,0.5274066908142738,0.3142857142857143
0.7990625,0.5287937863720926,0.3142857142857143
