AUC,AP,F1
0.8564991823154572,0.2193886732776381,0.31784841075794623
0.8564935431117127,0.2208221927740258,0.30317848410757947
0.856276433767552,0.21957664301319388,0.31295843520782396
0.8559211639316529,0.2186284965162509,0.3080684596577017
0.8569926126430949,0.22077024671780582,0.31295843520782396
0.8561777477020245,0.21994670204531783,0.31784841075794623
0.8569334010037782,0.22087659878871754,0.31295843520782396
0.8544408729487397,0.2172827520617251,0.3080684596577017
0.8566880956408954,0.22027314075234747,0.31784841075794623
0.8558478542829753,0.21966259883060366,0.3080684596577017
