AUC,AP,F1
0.7471938775510204,0.1320749193826501,0.18333333333333332
0.6893877551020409,0.15399411641682997,0.15
0.745765306122449,0.11710310851506277,0.15
0.7153061224489795,0.14307843502905893,0.16666666666666666
0.7197959183673469,0.13777792910227166,0.18333333333333332
0.6899489795918368,0.0723751476011146,0.11666666666666667
0.7108673469387755,0.13187922911252858,0.16666666666666666
0.682091836734694,0.14357709369347282,0.16666666666666666
0.7028061224489796,0.10993316252408553,0.18333333333333332
0.740765306122449,0.12362695814078781,0.16666666666666666
