AUC,AP,F1
0.5212755102040816,0.09233600117834986,0.06666666666666667
0.37869897959183674,0.01603172842087317,0.0
0.4200765306122449,0.027842206684444676,0.03361344537815126
0.6807397959183674,0.07572573413187657,0.1
0.5067602040816326,0.023129711975549715,0.05
0.5424489795918367,0.02368924045033367,0.03333333333333333
0.6261224489795918,0.05766513099056696,0.1
0.5041326530612245,0.02172816770119244,0.03333333333333333
0.5870918367346939,0.07498977262855025,0.03333333333333333
0.5289795918367348,0.05134348991690281,0.05
