AUC,AP,F1
0.5350205549845837,0.0262136331291748,0.058823529411764705
0.48676772867420354,0.020085447220070135,0.023529411764705882
0.4855858170606372,0.027942998754733026,0.023529411764705882
0.4373072970195272,0.01679771186654238,0.0
0.4211459403905447,0.016213516686725292,0.0
0.4781089414182939,0.021485009533037155,0.03529411764705882
0.43001027749229187,0.017996507940589435,0.011764705882352941
0.5209146968139773,0.02185917214160485,0.023529411764705882
0.5004110996916753,0.021510703463696722,0.03529411764705882
0.47363823227132584,0.053743867501877304,0.023529411764705882
