AUC,AP,F1
0.7599475466306539,0.6878139413464693,0.671280276816609
0.7597159428232179,0.6862292229440161,0.6643598615916955
0.7584046085895654,0.684254845894574,0.6643598615916955
0.7567246654792894,0.6861279719104109,0.6643598615916955
0.7572596376542122,0.6857463323970433,0.671280276816609
0.7587014529061384,0.6856973943861905,0.657439446366782
0.7588515060771535,0.6737589982635022,0.6505190311418685
0.7605673314674548,0.6850591707206473,0.6643598615916955
0.760436850449181,0.6855262216620587,0.657439446366782
0.7605934276711095,0.6874741751577668,0.657439446366782
