AUC,AP,F1
0.4984766341116526,0.18671518319957034,0.1314878892733564
0.5151521082470527,0.20658011117097036,0.19377162629757785
0.5178400172234944,0.19953837015701906,0.1453287197231834
0.4788979573196589,0.17693728082392585,0.09688581314878893
0.5054704166911319,0.1919822425202764,0.1314878892733564
0.5265235289896203,0.20084093852686596,0.1384083044982699
0.49895288982835223,0.19799458136131984,0.1314878892733564
0.47242609881327513,0.18364980380295107,0.1314878892733564
0.493042099700546,0.1872030125538961,0.11764705882352941
0.5185380906712596,0.20124728924191712,0.1314878892733564
