AUC,AP,F1
0.41556122448979593,0.017002543514429303,0.016666666666666666
0.6360204081632653,0.029616998956176213,0.05
0.5537755102040817,0.03876936620694176,0.03333333333333333
0.40244897959183673,0.01639678193350344,0.0
0.5603571428571429,0.024548514149973746,0.03333333333333333
0.5150510204081633,0.020875308447260127,0.03333333333333333
0.36653061224489797,0.015364348885667733,0.0
0.6165816326530612,0.0304658183126275,0.05
0.5139795918367347,0.029429917630487544,0.06666666666666667
0.4458673469387755,0.021788992439783668,0.03333333333333333
