AUC,AP,F1
0.7641947037754683,0.6875320309652676,0.657439446366782
0.764201227826382,0.6878556454468067,0.657439446366782
0.7642795164373462,0.68789604574853,0.657439446366782
0.7643382328955697,0.6880521177222599,0.657439446366782
0.7643512809973969,0.6881862681983458,0.657439446366782
0.7640316025026259,0.687839847373748,0.657439446366782
0.7643904253028789,0.6880283188842765,0.657439446366782
0.7642207999791231,0.6879297647207041,0.657439446366782
0.7643251847937421,0.6883019477262402,0.657439446366782
0.7642338480809505,0.6879084221247391,0.657439446366782
